1	2	3	4	5	6	7	8	9	10
Funhe2EKm000177	2.86914114169493	2.95931665296805	2.36089120258866	3.07703823609386	2.69713424870857	2.70183667565513	2.67391765379413	2.99132922834829	2.80535066211155	2.77285444635246
Funhe2EKm000181	0.966313212792711	1.54378196701585	0.916873398799074	1.5794993930366	1.20569430575352	1.84250483118417	1.51196301599409	1.4616452274951	1.81763015440447	1.93760946196484
Funhe2EKm000182	6.39113160649752	5.45287155067221	5.69722652594334	5.54795677239239	5.45026991139182	5.62053808770604	5.24908567346666	5.54594645575406	4.67466643337332	5.31068824718623
Funhe2EKm000186	2.78319222155973	3.11462531288079	2.71826563848342	2.69873484152742	2.96072415887016	3.50326728825574	3.12675439045082	2.99132922834829	3.20672329921224	3.378747609581
Funhe2EKm000188	4.38047345349078	4.48307311370022	4.33039454547573	4.16804416871799	4.06174013243625	4.23962873460225	4.00263266506236	4.00662917074207	3.9494981247251	4.47440339081622
Funhe2EKm000193	6.06366745580626	5.55812575243129	6.11294089562444	5.75452433684119	5.82346476568394	5.8162734899911	6.01128681259112	6.0770432557522	5.74876610491908	5.82238413689171
Funhe2EKm000203	2.89668937618945	2.58726014920593	3.27040586512992	2.82298847614025	2.73786883211563	2.60964664794116	2.56339776568547	2.4776047151059	2.90686748175033	2.6913337763482
Funhe2EKm000204	3.49188109393089	3.80379791723201	2.45887014683598	3.32134878115097	3.48811888486351	4.0683746339324	3.78594786755081	3.80902444108797	4.45091682757683	4.03645678006123
Funhe2EKm000211	2.37670372934271	1.64919099676187	2.14238327130807	2.05538608330245	2.47418610906706	2.13482286374144	1.83102684999168	2.36080426286282	2.33737151483917	2.51301860352944
Funhe2EKm000212	3.88475158843408	3.4128548120503	2.75730155278591	3.45538966298065	3.07641497485947	3.62600076111345	3.25674726641046	3.45734960135358	4.14501188712473	3.66159168169223
Funhe2EKm000213	9.73615507386202	9.91790154974959	10.0709730953847	9.73642898700218	9.85641544303873	9.59723418302781	10.167390875809	10.132999416588	10.0418122839254	9.93262380774048
Funhe2EKm000218	1.06674046614444	1.17157916012846	1.28065662089602	1.01108182001624	1.31741976636929	1.62427754859707	1.10168668416093	0.741004628773113	0.997273179257202	1.53206247653297
Funhe2EKm000220	0.966313212792711	1.43005996769974	1.38404278863951	0.701439083068503	1.42111139503094	1.52681994371487	1.78251265822434	1.67236926049276	0.757419892523196	1.62280509901153
Funhe2EKm000221	2.41531031506203	2.08459896313301	2.41071228057149	2.65481939859357	2.71764530357092	2.67933555151139	2.70027360707601	2.53264021414705	2.69614613469573	2.41485157481949
Funhe2EKm000226	3.91200613137541	4.01573969904818	3.72890197511712	3.83574613993684	3.65693097594338	3.91311399724405	3.60248569193401	3.42861948075177	3.40019179922588	3.66159168169223
Funhe2EKm000228	2.97631185737828	3.22103369669796	3.49487703641168	2.82298847614025	2.42514233760801	2.67933555151139	2.87240120193234	2.42038618548813	2.62642173343502	2.6913337763482
Funhe2EKm000229	1.86555921724484	1.83938518297558	2.25577013997474	1.48233892897467	2.92589100772999	2.29139021209014	2.89539636631639	2.68617024710135	2.33737151483917	1.62280509901153
Funhe2EKm000232	5.44780014857981	5.59157054420974	5.60393656913138	5.23404085119994	5.73819424063739	5.97017844110217	5.96855619017264	5.96646250547193	5.72949634698807	5.92847718214923
Funhe2EKm000233	3.62959581554435	3.07733728578425	3.66874788944747	3.57802864806023	3.72942336801749	3.63771882367459	4.33250122123324	4.04499226808334	3.64315642486007	3.72441487109622
Funhe2EKm000234	5.07236463696173	5.23313691230909	5.39084827243817	4.95503178119692	4.97563557243842	5.13761039416933	4.86239264043637	5.42752192391768	4.86328569009156	5.04956884704021
Funhe2EKm000235	4.44720116648179	4.71926372313317	4.78229787128414	4.52590561885106	4.54753679740617	5.11263653389996	4.79673383785891	4.74385072548982	4.86832856245497	4.80021554990929
Funhe2EKm000241	1.55572811278436	0.85645462692576	0.771908486670224	1.5794993930366	1.42111139503094	0.653101603241479	1.02034251883577	0.916794551201208	1.49138104862875	0.475134214073342
Funhe2EKm000254	2.52529329663649	1.92583762206868	3.1287415497371	2.65481939859357	2.73786883211563	3.0029957307929	2.84903357210382	2.84680314813097	2.44929422071049	2.60492937766796
Funhe2EKm000261	2.0729661444592	2.41861269223162	2.25577013997474	2.46442880131605	2.79689214965864	2.70183667565513	2.16964734016831	2.36080426286282	2.3944179508721	2.64877833571097
Funhe2EKm000264	1.74948414684436	1.30660068490304	1.480512965823	1.5794993930366	1.5638870600294	2.06710668277757	1.78251265822434	1.98016956374666	1.85875145331722	2.41485157481949
Funhe2EKm000268	4.07761783571272	4.45427375808413	4.10683759907627	4.89966241394585	4.34490462217896	4.05095244969553	5.10363377856842	5.30641754370756	5.15912857227168	4.1010147764001
Funhe2EKm000277	4.58057341814073	4.77854820614188	4.59027503965169	4.3442833705197	4.79922347297966	4.54357804527615	4.66242702061727	4.82876156044185	3.99631675811515	3.84240564385783
Funhe2EKm000280	3.27810701968695	3.47151770722432	3.66874788944747	3.17356655040209	3.46404102916157	3.77137879660142	3.58844344010747	3.86370579820827	3.4140524768492	3.7846161554484
Funhe2EKm000281	2.78319222155973	2.99973916063373	2.75730155278591	2.8621368999431	3.1232909816716	3.12456814215912	2.87240120193234	3.20969093958326	2.80535066211155	3.02658547273068
Funhe2EKm000284	5.01066769279596	4.84661637595116	4.80110031737873	5.04283850735355	4.70990657146347	4.81011926578932	4.62163955882074	4.81772473117165	5.22744195701379	4.68910957495058
Funhe2EKm000288	3.82864747299308	3.22103369669796	3.5844302021926	3.26403936309638	3.25541943208417	3.55362039343601	3.63016669540499	3.70505067452172	3.00170816006398	3.80413765712691
Funhe2EKm000290	2.41531031506203	2.15787501943115	2.45887014683598	1.98619272826094	1.60850275217339	2.37777412328902	2.7515836035546	2.42038618548813	2.21603015943166	1.78877681504904
Funhe2EKm000291	6.54050017140181	6.60410284872781	6.40179039541079	6.72203013500115	6.73839673435841	6.36678289259455	6.80325168230922	6.50105803336772	6.46968825386323	6.3662335770328
Funhe2EKm000301	3.57948059615265	3.5552683815457	3.91302705532165	2.93738406179018	3.19818405042877	3.28219348412386	3.37598926813348	3.77519232326022	3.88128959452651	3.52709011140996
Funhe2EKm000302	4.02865485263418	3.95536095240292	4.23681944385174	4.05432873276018	3.97068220613786	4.75738675871144	4.56539808535694	5.30246423893531	5.53073605246674	5.13683731909232
Funhe2EKm000303	6.71312198491884	5.55812575243129	6.67073566746875	6.66782318841838	6.4443769373564	7.88064896000235	7.52479053251844	7.92765478763844	8.11626495889174	7.82452215537808
Funhe2EKm000304	4.63065134134809	3.32012998209693	4.60104465310694	5.30678953906643	4.29117641391241	6.09655524270943	4.72794374862451	5.8602071580798	6.50249361393126	6.00638512925009
Funhe2EKm000305	4.39985551071997	3.75739958348186	4.06077082204778	4.08774365993837	3.92731273292954	4.99457415347392	3.88117810135636	4.41085186940369	4.2798032415004	4.62469476403573
Funhe2EKm000308	4.46571277387725	3.35170508842938	4.3560521645054	4.08774365993837	3.48811888486351	3.38310435754968	3.18390554982975	3.9471012131324	3.49453129059059	3.70377628601162
Funhe2EKm000309	1.68774557565502	1.54378196701585	1.38404278863951	2.24503688434863	1.20569430575352	2.10136203846166	1.38773219319148	2.29865526565587	1.64031486477684	1.4352269507074
Funhe2EKm000316	5.97275824300816	5.7890073848161	6.12418388844194	5.20388216890749	6.03641811587124	5.49731855075918	5.9467067043174	5.83305915500583	5.66430576109897	5.5549431815003
Funhe2EKm000318	2.52529329663649	2.73824039191547	1.73636911365887	0.864551805335493	2.39998073532869	2.6564779188846	1.92341929975085	2.63678694176657	2.80535066211155	2.30951396478354
Funhe2EKm000328	3.33961982776996	2.08459896313301	3.24316404159166	2.18454829939909	2.58996258601936	3.6022751772807	2.34692963805213	2.58565315512097	2.27797617481137	3.05944711240597
Funhe2EKm000340	6.33685807653515	6.80280141062467	7.23124493988848	6.5588572317534	5.59864096848899	4.40645933104953	3.54547750546164	3.48551873790042	3.45485298634996	5.45351485870812
Funhe2EKm000354	3.78508951718058	3.5552683815457	3.99696698485704	3.89357409075134	3.71928767222879	4.47338113497642	3.50119258952861	3.65632040136975	4.16973222177469	4.14760546446869
Funhe2EKm000357	2.3370355563992	2.47704659559161	2.2001903570048	2.41262869967405	2.02531160973199	2.40545635858381	2.67391765379413	2.09432375574103	1.97551834166922	2.6913337763482
Funhe2EKm000359	5.25905491817652	5.25834587361978	5.2266992830632	4.92761270972481	4.96709481268529	5.20610857457774	5.52453351001332	5.50180667969611	5.12160906179641	5.02482275063245
Funhe2EKm000374	3.00190521776208	2.63936234850884	2.01931890288899	2.69873484152742	2.96072415887016	2.60964664794116	2.53439229078441	2.33006439832284	1.85875145331722	2.77285444635246
Funhe2EKm000376	2.52529329663649	2.22760851089544	2.30928790702872	2.90025101191454	1.69379672344086	2.51116097368316	1.45118438497806	2.4776047151059	2.62642173343502	2.88709955650069
Funhe2EKm000378	1.74948414684436	2.15787501943115	1.57093470720253	1.75615098423001	1.42111139503094	1.30960963611844	2.2786080789129	2.39090278685705	1.49138104862875	2.60492937766796
Funhe2EKm000388	4.71043526064809	4.20049681563814	4.64333672729929	3.94917316148815	4.17731693089845	4.2700635981424	3.60248569193401	3.70505067452172	3.99631675811515	4.30661518763368
Funhe2EKm000390	4.07761783571272	3.2878483242418	4.20892974012177	3.64690085611224	4.28431748452362	3.63771882367459	4.64217742635139	4.12775191738052	3.67803777152503	4.14760546446869
Funhe2EKm000393	1.48489416279561	1.17157916012846	1.16928573136279	1.5794993930366	1.3701969660652	1.1221281245335	1.96748741281959	1.07347247516833	1.59235849760337	1.21956287161872
Funhe2EKm000394	1.62324639167589	2.47704659559161	2.01931890288899	2.51443330048901	1.95794449580854	2.78848781535595	2.61971576945806	2.44927909873645	2.36617667773876	2.41485157481949
Funhe2EKm000395	1.55572811278436	1.54378196701585	1.16928573136279	1.37815950102694	1.65177998207617	2.10136203846166	1.02034251883577	1.5708511957869	2.11781914973263	1.53206247653297
Funhe2EKm000396	4.0161499822311	4.28469909565198	4.36871186280182	3.87455449698714	4.42192186960169	4.36476363058155	4.85654561630307	4.64740786002269	4.62189752724904	4.81952850791425
Funhe2EKm000397	2.86914114169493	2.53320557629619	2.86844582712083	2.90025101191454	3.26938039137189	2.37777412328902	2.96226126839651	2.50538488343538	2.52788287557169	2.25381313604562
Funhe2EKm000399	6.64977245487554	6.26170426408657	6.75993239991079	5.9803648897483	6.36370884537631	4.44698374574849	5.33148822601091	5.39447612517815	4.56712499527371	5.6922350868427
Funhe2EKm000401	3.52756166953785	3.4128548120503	3.60597609838345	3.26403936309638	3.41464517198964	3.73910669590066	3.34291380321155	3.27570389361101	3.46820070779307	3.76482687546135
Funhe2EKm000402	1.68774557565502	1.17157916012846	1.16928573136279	1.5794993930366	2.02531160973199	1.7155661842436	1.02034251883577	1.07347247516833	1.64031486477684	1.78877681504904
Funhe2EKm000420	3.84287936796775	3.11462531288079	3.68907921355152	3.40325803788291	3.37645573790416	3.55362039343601	3.95964107963163	3.82012777371107	3.35779239596266	3.45482465226658
Funhe2EKm000421	2.29624575933965	1.7474200462195	1.73636911365887	1.48233892897467	2.21037333781037	1.18736679749694	1.45118438497806	1.40377728049484	1.38280046529645	1.4352269507074
Funhe2EKm000429	1.68774557565502	2.15787501943115	1.57093470720253	1.5794993930366	1.73462432870512	2.6564779188846	1.5702843076149	1.14586067397459	1.54275304749835	2.07251379166921
Funhe2EKm000436	3.47370433747083	2.95931665296805	3.1870868777295	3.20435888117604	3.1686917037933	2.34955031650576	3.12675439045082	2.84680314813097	3.37206443216279	3.32570527593698
Funhe2EKm000439	1.55572811278436	1.64919099676187	0.610733200359485	0.701439083068503	1.77432825812552	1.84250483118417	0.934136387092309	1.94001867984208	1.93763649628114	1.53206247653297
Funhe2EKm000440	3.88475158843408	3.1509738221232	3.54034836785057	2.60952509329345	3.46404102916157	3.41068547538016	3.43994871360324	3.38442219803422	3.88128959452651	3.05944711240597
Funhe2EKm000441	5.56403950552483	5.4673570914085	5.77060956693553	5.85011727054336	5.68970332699256	5.22176391081666	5.73037440172066	5.33379144791113	5.95007193036827	5.42857612009444
Funhe2EKm000446	2.59421720867426	1.64919099676187	2.36089120258866	2.05538608330245	2.63379114579429	2.82993677532588	2.56339776568547	2.33006439832284	2.65003960081074	2.81195002788078
Funhe2EKm000447	1.68774557565502	2.41861269223162	1.8124766591458	2.05538608330245	2.77748478439563	2.37777412328902	2.80113124016381	2.58565315512097	3.60741078017321	3.09157687101504
Funhe2EKm000450	1.62324639167589	1.92583762206868	1.480512965823	1.48233892897467	1.8872769068247	1.62427754859707	1.96748741281959	0.83157539793996	1.68672827461979	1.86511153951923
Funhe2EKm000457	3.3194055797659	2.15787501943115	3.06793681339601	2.41262869967405	1.92304334723433	3.64934247445366	3.89265176263339	2.66168988231251	3.53314747250421	3.21338532477372
Funhe2EKm000458	2.12047224095797	1.54378196701585	2.08216288974212	1.26586747916827	1.73462432870512	2.53641982426919	1.73231011712206	1.5708511957869	1.32528348405171	2.13551258248004
Funhe2EKm000461	2.3370355563992	2.58726014920593	2.41071228057149	1.91351285908798	2.69713424870857	2.13482286374144	1.68029746348407	2.01923321940527	1.43811201935768	2.41485157481949
Funhe2EKm000465	4.20428022611845	4.14751080428847	4.3560521645054	4.10416530776743	3.89165329713892	4.02441822036675	3.88117810135636	3.52676727019919	3.75629041330029	4.03645678006123
Funhe2EKm000466	2.97631185737828	2.83077412392242	2.36089120258866	2.24503688434863	2.294702000215	2.19950262044873	3.06724551566773	2.20010397138863	2.62642173343502	2.30951396478354
Funhe2EKm000467	3.87092877447871	3.32012998209693	3.70912799360706	3.29297862233891	3.2270855567902	3.5286635084168	3.43994871360324	3.78655807806579	3.46820070779307	3.98606884589785
Funhe2EKm000468	2.12047224095797	2.22760851089544	2.86844582712083	2.12141217010129	1.51784746521259	1.95917216225699	1.51196301599409	1.76721102543945	1.32528348405171	2.25381313604562
Funhe2EKm000469	1.16062955113126	1.30660068490304	1.57093470720253	0.701439083068503	1.8872769068247	1.6706437987102	1.73231011712206	1.62250298367961	1.13754452301161	1.09829738146366
Funhe2EKm000475	5.17154941621371	5.19011769537048	4.99320776362773	4.81240781431024	4.22107397747688	5.29389131334194	4.55098833481791	5.01904485671144	4.89328185826042	4.80990434582138
Funhe2EKm000478	3.7094365424753	3.89234447897942	3.6481259436317	3.89357409075134	3.8550900722614	3.84398626509112	3.5308663886675	4.14551558600827	4.17787909239735	4.39937894685921
Funhe2EKm000481	1.80868875036688	2.22760851089544	1.88476964000145	2.30309106102152	1.77432825812552	2.19950262044873	1.6263392674746	2.4776047151059	1.73169492683102	1.93760946196484
Funhe2EKm000483	3.69381796847954	3.35170508842938	3.32339325338049	3.93087718607356	3.21270717537544	3.87401891296182	3.92653520439726	3.20969093958326	4.23365429543435	3.50340156120024
Funhe2EKm000488	5.01695748085591	4.80159628234336	4.71448975421893	4.99960306362263	4.11682995607656	3.5659387845833	3.90403489412121	2.93115318965496	3.63133934511516	4.08514408209211
Funhe2EKm000490	3.29890407115291	3.78078526869079	3.37450326651492	3.75484981307642	3.81757605121665	3.02100311996382	4.05463090490193	3.4993997007619	3.74536799110552	3.24229569926667
Funhe2EKm000491	2.37670372934271	2.15787501943115	2.90366927853251	2.78274803413661	3.19818405042877	2.58564832323072	3.42422271413767	2.63678694176657	2.74082468623015	2.92325559506036
Funhe2EKm000492	2.02384231204721	2.41861269223162	1.8124766591458	2.41262869967405	1.92304334723433	1.36705420862553	2.56339776568547	1.07347247516833	1.32528348405171	1.62280509901153
Funhe2EKm000493	3.97797158173192	3.84875041851066	4.16605744990967	4.19895333688567	4.14739042022897	4.25492642101007	4.60080509163053	4.31206836049728	3.83051607446814	4.01985557682781
Funhe2EKm000495	1.62324639167589	1.83938518297558	2.55061603378024	1.67052727646626	2.23903408420929	1.36705420862553	1.02034251883577	1.94001867984208	1.68672827461979	2.07251379166921
Funhe2EKm000496	1.24877999609941	2.29412623299539	2.36089120258866	1.37815950102694	1.60850275217339	2.13482286374144	1.68029746348407	1.94001867984208	1.54275304749835	2.6913337763482
Funhe2EKm000500	4.72587592216335	4.96363329691671	4.96846964496285	4.21416308521477	4.3710365454809	4.39269422653021	4.04438010831593	4.43993444105204	3.64315642486007	4.47440339081622
Funhe2EKm000512	3.35955475406418	3.25482776888274	3.47159238480329	3.26403936309638	3.48811888486351	3.31175252740389	3.16510560036238	3.42861948075177	3.12481026651642	3.32570527593698
Funhe2EKm000512l2	2.78319222155973	3.52788816231134	3.09865949721219	3.37646835975962	2.99473607044042	3.29704870798546	2.72615670073057	3.1581202067474	2.86711378007761	3.05944711240597
Funhe2EKm000514	2.02384231204721	2.08459896313301	1.95361225242085	1.26586747916827	2.52161732733603	2.13482286374144	1.51196301599409	1.81239189427438	1.85875145331722	2.19587509586038
Funhe2EKm000515	3.92544272460303	4.14751080428847	4.13675136075506	3.42955930893247	4.0856080971563	4.2006594359645	4.66911421360501	4.27219786596509	3.9777712274429	4.06909685481748
Funhe2EKm000517	3.0270524555177	3.1509738221232	2.83234082591859	3.04337150688732	2.61204329650476	2.19950262044873	2.91803075293887	2.68617024710135	2.96451665529775	2.6913337763482
Funhe2EKm000522	7.07596260508297	7.24668231071702	7.33488090664503	7.09499355726451	7.292142310137	7.1953912111382	7.34332584522372	7.17496227319294	7.55848978659815	7.31883395736716
Funhe2EKm000527	3.52756166953785	3.70945931135521	3.56255764462602	3.32134878115097	3.48811888486351	3.34071808182909	4.03405595510227	3.47150292009287	3.57075691529705	3.55039597893156
Funhe2EKm000530	2.12047224095797	1.30660068490304	2.25577013997474	2.46442880131605	2.5675386665568	3.6608732226403	2.70027360707601	3.41403698092918	2.01243089426991	1.86511153951923
Funhe2EKm000536	3.81427378331365	3.70945931135521	4.06077082204778	3.85528080715915	3.79844678371995	3.70609614016357	3.5308663886675	3.4993997007619	3.65487749705727	3.82339853072666
Funhe2EKm000537	8.75105820385303	8.99403416384627	8.93645682535841	8.77551594149417	9.09812981128768	9.28965734991113	8.68007834122835	9.23755951997875	8.71378665093568	8.87246509826717
Funhe2EKm000538	7.95106733206939	8.0171054314641	8.05499967654835	7.31022170857093	8.14285721082458	8.04641650377683	7.91701130653217	8.06291465318503	7.66737671786164	7.7709658391392
Funhe2EKm000542	2.95025625923886	2.53320557629619	3.00445616818636	3.10993720105944	2.89019597494817	3.15750109500712	2.72615670073057	2.93115318965496	3.0199504464761	3.47931755089458
Funhe2EKm000545	2.1664637631604	1.43005996769974	1.73636911365887	1.98619272826094	2.0578511006826	1.6706437987102	0.934136387092309	1.4616452274951	2.33737151483917	1.78877681504904
Funhe2EKm000546	2.78319222155973	2.87490649805933	2.83234082591859	3.07703823609386	2.85359532475521	2.88995947225286	2.61971576945806	2.42038618548813	2.21603015943166	2.36314395250954
Funhe2EKm000548	3.59637983858586	3.89234447897942	3.29714281107211	3.32134878115097	3.37645573790416	2.90942464052273	3.06724551566773	3.20969093958326	3.65487749705727	3.55039597893156
Funhe2EKm000550	7.2082713462805	7.47171374952263	7.20853752838418	7.67422461480743	6.95579065821382	6.92233511057435	7.58260577419356	6.97960165016917	7.97263267624794	7.24754555321597
Funhe2EKm000551	6.8032175048671	6.60737654847449	6.3484627435237	6.84681729569112	6.44898452901572	6.43887962430441	6.97093902756251	6.78791724684888	7.70239034166793	7.02229963356282
